"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","tempF"
"XAK7810",2022-07-13,1,79.88,6.9,5.4,15900,9.3,79.88
"XAK7810",2022-07-13,1.9,79.7,6.9,5.3,17300,10.1,79.7
"XGG8251",2022-07-13,0,76.82,7.3,6.6,15700,9.1,76.82
"WT1.1",2022-07-14,0.5,82.76,8.1,7.7,1180,0.6,82.76
"WT1.1",2022-07-14,1,82.22,8,7.4,1200,0.6,82.22
"WT1.1",2022-07-14,1.7,81.86,8,7.6,1320,0.6,81.86
"WT2.1",2022-07-14,0.5,82.4,7.9,7.3,2180,1.1,82.4
"WT2.1",2022-07-14,1,82.04,7.8,7,2260,1.2,82.04
"WT2.1",2022-07-14,1.5,81.14,7.5,5.8,2600,1.3,81.14
"WT3.1",2022-07-14,0.5,82.04,7.5,6.6,5020,2.7,82.04
"WT3.1",2022-07-14,1,81.86,7.5,6.6,5030,2.7,81.86
"WT3.1",2022-07-14,2,81.5,7.5,6.6,5420,2.9,81.5
"WT3.1",2022-07-14,3,81.32,7.5,6.4,5460,2.9,81.32
"WT4.1",2022-07-14,0.5,82.04,8.6,8.4,4000,2.1,82.04
"WT4.1",2022-07-14,1,81.5,8.5,7.5,4520,2.4,81.5
"WT4.1",2022-07-14,1.7,81.5,8.4,7.2,4630,2.5,81.5
"WT5.1",2022-07-12,0.5,78.8,8,8.2,11700,6.6,78.8
"WT5.1",2022-07-12,1,78.8,8,8.1,11700,6.6,78.8
"WT5.1",2022-07-12,2,78.62,7.9,7.2,12100,6.9,78.62
"WT5.1",2022-07-12,3,78.44,7.8,6.8,12200,7,78.44
"WT5.1",2022-07-12,4,78.62,7.6,6,12600,7.2,78.62
"WT5.1",2022-07-12,5,78.26,7.2,3.2,13200,7.6,78.26
"WT5.1",2022-07-12,6,77.9,7.1,1.8,14200,8.2,77.9
"WT5.1",2022-07-12,7,77.36,7.1,1.1,15300,8.9,77.36
"WT5.1",2022-07-12,8,76.28,7.1,1.3,16700,9.8,76.28
"WT5.1",2022-07-12,9,75.56,7,0.6,18200,10.7,75.56
"WT5.1",2022-07-12,10,74.84,7,0.3,19600,11.7,74.84
"WT5.1",2022-07-12,11,74.66,7,0.3,20200,12,74.66
"WT5.1",2022-07-12,12,74.3,7.1,0.2,20900,12.4,74.3
"WT5.1",2022-07-12,13,73.94,7.1,0.2,21100,12.6,73.94
"WT5.1",2022-07-12,14,73.94,7.1,0.2,21300,12.7,73.94
"WT5.1",2022-07-12,15,73.94,7.1,0.2,21400,12.7,73.94
"WT5.1",2022-07-12,15.5,73.94,7.1,0.2,21600,12.8,73.94
"WT6.1",2022-07-12,0.5,82.58,8.2,8.5,12400,7.1,82.58
"WT6.1",2022-07-12,1,81.68,8.3,8.5,12400,7.1,81.68
"WT6.1",2022-07-12,2,80.42,8,6.6,13000,7.4,80.42
"WT6.1",2022-07-12,3,79.7,7.8,5.8,13100,7.5,79.7
"WT6.1",2022-07-12,4,78.98,7.2,2.5,13400,7.7,78.98
"WT6.1",2022-07-12,4.8,78.44,7.2,0.5,13700,7.9,78.44
"WT7.1",2022-07-12,0.5,81.14,8.2,8.2,15000,8.7,81.14
"WT7.1",2022-07-12,1,80.6,8.2,7.8,15000,8.7,80.6
"WT7.1",2022-07-12,2,80.24,8.1,7.1,15100,8.8,80.24
"WT7.1",2022-07-12,3,80.06,7.9,6.1,15200,8.8,80.06
"WT7.1",2022-07-12,4,79.7,7.7,5,15400,8.9,79.7
"WT7.1",2022-07-12,5,79.7,7.4,3.7,15500,9,79.7
"WT7.1",2022-07-12,6,79.34,7.3,2.5,15700,9.1,79.34
"WT7.1",2022-07-12,7,78.8,7.1,1,16100,9.4,78.8
"WT7.1",2022-07-12,8,78.26,7.1,0.4,16300,9.6,78.26
"WT7.1",2022-07-12,9,78.26,7.1,0.4,16400,9.6,78.26
"WT8.1",2022-07-12,0.5,81.14,8,7.7,13800,7.9,81.14
"WT8.1",2022-07-12,1,80.96,7.8,6.2,14700,8.5,80.96
"WT8.1",2022-07-12,2,80.78,7.7,5.5,15500,9,80.78
"WT8.1",2022-07-12,3,80.6,7.4,3.7,15700,9.2,80.6
"WT8.1",2022-07-12,4,80.24,7.2,1.5,16200,9.5,80.24
"WT8.1",2022-07-12,5,79.7,7.1,0.3,16700,9.8,79.7
"WT8.1",2022-07-12,6,79.52,7.1,0.2,16900,9.9,79.52
"WT8.1",2022-07-12,7,79.34,7.1,0.2,17000,10,79.34
"WT8.1",2022-07-12,7.3,79.34,7.1,0.2,17000,10,79.34
"WT8.2",2022-07-12,0.5,80.96,7.7,6.5,15600,9.1,80.96
"WT8.2",2022-07-12,1,80.96,7.6,6.1,15600,9.1,80.96
"WT8.2",2022-07-12,1.7,80.78,7.3,6.4,16200,9.5,80.78
"WT8.3",2022-07-12,0.5,79.88,7.6,6.2,16500,9.6,79.88
"WT8.3",2022-07-12,1,79.88,7.6,6.1,16500,9.6,79.88
"WT8.3",2022-07-12,2,79.7,7.5,5.8,16500,9.7,79.7
"WT8.3",2022-07-12,2.6,79.7,7.4,4.5,16800,9.8,79.7
"ET1.1",2022-07-13,0.5,84.56,9.5,12.5,228,0.1,84.56
"ET1.1",2022-07-13,1,83.12,9.2,11,228,0.1,83.12
"ET1.1",2022-07-13,1.5,80.42,8.8,7.2,235,0.1,80.42
"ET2.1",2022-07-14,0.5,82.4,8,7.1,645,0.3,82.4
"ET2.1",2022-07-14,1,82.22,8,7,639,0.3,82.22
"ET2.1",2022-07-14,2,82.04,7.9,6.9,640,0.3,82.04
"ET2.1",2022-07-14,3,81.86,7.9,6.8,640,0.3,81.86
"ET2.1",2022-07-14,5,81.86,7.9,6.8,631,0.3,81.86
"ET2.1",2022-07-14,7,81.68,7.9,6.8,630,0.3,81.68
"ET2.1",2022-07-14,9,81.68,7.9,6.8,628,0.3,81.68
"ET2.1",2022-07-14,11,81.68,7.9,6.8,626,0.3,81.68
"ET2.1",2022-07-14,12.3,81.68,7.9,6.8,624,0.3,81.68
"ET2.2",2022-07-14,0.5,84.2,8.9,9.5,785,0.4,84.2
"ET2.2",2022-07-14,1,83.84,8.8,9.3,784,0.4,83.84
"ET2.2",2022-07-14,2.2,83.3,8.6,8,798,0.4,83.3
"ET2.3",2022-07-14,0.5,83.3,8.3,8.5,578,0.3,83.3
"ET2.3",2022-07-14,1,82.76,8.3,8.3,571,0.3,82.76
"ET2.3",2022-07-14,2,82.22,8.2,7.6,575,0.3,82.22
"ET2.3",2022-07-14,3,82.04,8.2,7.4,573,0.3,82.04
"ET2.3",2022-07-14,5,82.04,8.2,7.4,575,0.3,82.04
"ET2.3",2022-07-14,7,82.04,8.2,7.4,576,0.3,82.04
"ET2.3",2022-07-14,9,82.04,8.2,7.4,576,0.3,82.04
"ET2.3",2022-07-14,11,82.04,8.2,7.3,576,0.3,82.04
"ET2.3",2022-07-14,11.8,82.04,8.2,7.3,576,0.3,82.04
"ET3.1",2022-07-11,0.5,82.4,8.2,8.7,807,0.4,82.4
"ET3.1",2022-07-11,1,81.32,7.5,7.6,807,0.4,81.32
"ET3.1",2022-07-11,2,80.96,7.4,6.4,799,0.4,80.96
"ET3.1",2022-07-11,3,80.96,7.4,6.3,796,0.4,80.96
"ET3.1",2022-07-11,4,80.96,7.4,6.3,797,0.4,80.96
"ET3.1",2022-07-11,5,80.96,7.4,6.2,798,0.4,80.96
"ET3.1",2022-07-11,6,80.96,7.4,6.2,797,0.4,80.96
"ET4.1",2022-07-11,0.5,78.62,6.8,4.3,1280,0.6,78.62
"ET4.1",2022-07-11,1,78.62,6.7,4.3,1290,0.6,78.62
"ET4.1",2022-07-11,2,78.62,6.8,4.3,1300,0.6,78.62
"ET4.1",2022-07-11,3,78.44,6.7,4.2,1350,0.7,78.44
"ET4.1",2022-07-11,4,78.62,6.7,4.2,1370,0.7,78.62
"ET4.1",2022-07-11,4.8,78.44,6.7,4.3,1390,0.7,78.44
"ET4.2",2022-07-12,0.5,78.44,7.7,6.5,16100,9.4,78.44
"ET4.2",2022-07-12,1,78.44,7.7,6.4,16100,9.4,78.44
"ET4.2",2022-07-12,2,78.44,7.7,6.2,16100,9.4,78.44
"ET4.2",2022-07-12,3,78.26,7.6,5.9,16200,9.5,78.26
"ET4.2",2022-07-12,4,78.26,7.6,5.7,16300,9.5,78.26
"ET4.2",2022-07-12,5,78.08,7.6,5.2,16300,9.5,78.08
"ET4.2",2022-07-12,6,77.9,7.5,4.8,16500,9.7,77.9
"ET4.2",2022-07-12,7,77.9,7.5,4.6,16600,9.7,77.9
"ET4.2",2022-07-12,8,77.72,7.5,4.5,16600,9.8,77.72
"ET4.2",2022-07-12,9,77.72,7.5,4,16700,9.8,77.72
"ET4.2",2022-07-12,10,77.36,7.3,3,17200,10.1,77.36
"ET4.2",2022-07-12,11,76.64,7.2,1.6,17800,10.5,76.64
"ET5.1",2022-07-12,0.5,81.14,7.3,7.8,1480,0.8,81.14
"ET5.1",2022-07-12,1,81.14,7.3,7.5,1490,0.8,81.14
"ET5.1",2022-07-12,2,80.96,7.3,7.4,1500,0.8,80.96
"ET5.1",2022-07-12,3,80.96,7.3,7.3,1500,0.8,80.96
"ET5.1",2022-07-12,4,80.96,7.3,7.2,1510,0.8,80.96
"ET5.1",2022-07-12,4.8,80.96,7.3,7.1,1550,0.8,80.96
"ET5.2",2022-07-12,0.5,79.88,7.6,6.3,16400,9.6,79.88
"ET5.2",2022-07-12,1,79.88,7.5,6.3,16400,9.6,79.88
"ET5.2",2022-07-12,2,79.52,7.4,5.9,16500,9.6,79.52
"ET5.2",2022-07-12,3,79.34,7.4,5.8,16600,9.8,79.34
"ET5.2",2022-07-12,4,79.16,7.4,5.3,16900,9.9,79.16
"ET5.2",2022-07-12,5,79.16,7.3,5.1,17200,10.1,79.16
"ET5.2",2022-07-12,6,78.98,7.3,5,17300,10.2,78.98
"ET5.2",2022-07-12,7,78.98,7.3,4.9,17400,10.2,78.98
"ET5.2",2022-07-12,8,78.98,7.3,4.9,17600,10.4,78.98
"ET5.2",2022-07-12,9,78.98,7.3,4.8,17600,10.4,78.98
"ET5.2",2022-07-12,10,78.98,7.3,4.8,17600,10.4,78.98
"ET5.2",2022-07-12,10.6,78.98,7.3,4.7,17600,10.4,78.98
"ET6.1",2022-07-11,0.5,79.88,7.2,7.6,1130,0.6,79.88
"ET6.1",2022-07-11,1,79.88,7.2,7.6,1170,0.6,79.88
"ET6.1",2022-07-11,2,79.88,7.2,7.6,1230,0.6,79.88
"ET6.1",2022-07-11,3,79.88,7.2,7.6,1220,0.6,79.88
"ET6.1",2022-07-11,4,79.88,7.1,7.6,1202,0.6,79.88
"ET6.1",2022-07-11,4.5,79.7,7,7.4,1210,0.6,79.7
"ET6.2",2022-07-14,0.5,83.12,7.5,8,13200,7.6,83.12
"ET6.2",2022-07-14,1,81.68,7.3,7,13400,7.7,81.68
"ET6.2",2022-07-14,2,81.5,7.3,6.6,13600,7.9,81.5
"ET6.2",2022-07-14,3,81.5,7.3,6.5,13600,7.9,81.5
"ET6.2",2022-07-14,3.3,81.5,7.3,6.6,13600,7.8,81.5
"ET7.1",2022-07-14,0.5,83.3,7.2,6.6,13700,7.9,83.3
"ET7.1",2022-07-14,1,83.12,7.2,6.5,13700,7.9,83.12
"ET7.1",2022-07-14,2,82.76,7.2,6,14200,8.3,82.76
"ET7.1",2022-07-14,3,82.4,7.1,5.5,14200,8.2,82.4
"ET7.1",2022-07-14,4,82.22,7.1,5.4,14200,8.2,82.22
"ET7.1",2022-07-14,5,82.22,7.1,5.4,14300,8.2,82.22
"ET7.1",2022-07-14,5.4,82.22,7.1,5.4,14300,8.3,82.22
"ET8.1",2022-07-13,0.5,81.5,7.6,7.1,25100,15.2,81.5
"ET8.1",2022-07-13,1,80.6,7.6,7,25100,15.2,80.6
"ET8.1",2022-07-13,2,80.6,7.6,6.8,25100,15.2,80.6
"ET8.1",2022-07-13,3,80.6,7.6,6.8,25100,15.2,80.6
"ET8.1",2022-07-13,3.5,80.78,7.6,6.8,25100,15.2,80.78
"ET9.1",2022-07-13,0.5,81.86,7.9,8,26000,15.8,81.86
"ET9.1",2022-07-13,1,81.68,7.9,7.9,26000,15.8,81.68
"ET9.1",2022-07-13,2,80.96,7.9,7.7,26000,15.8,80.96
"ET9.1",2022-07-13,3,80.6,7.9,7.6,26000,15.8,80.6
"ET9.1",2022-07-13,4,80.6,7.9,7.4,26000,15.8,80.6
"ET9.1",2022-07-13,4.8,80.6,7.9,7.4,26000,15.8,80.6
"ET10.1",2022-07-13,0.5,80.42,6.4,4.7,143,0.1,80.42
"ET10.1",2022-07-13,1,80.24,6.4,4.7,143,0.1,80.24
"ET10.1",2022-07-13,2,80.24,6.4,4.7,143,0.1,80.24
"ET10.1",2022-07-13,3,80.24,6.4,4.7,143,0.1,80.24
"ET10.1",2022-07-13,4,80.24,6.4,4.7,144,0.1,80.24
"ET10.1",2022-07-13,5,80.24,6.4,4.7,144,0.1,80.24
"ET10.1",2022-07-13,5.8,80.24,6.4,4.7,144,0.1,80.24
"EE1.1",2022-07-12,0.5,78.62,7.9,7,19400,11.5,78.62
"EE1.1",2022-07-12,1,78.62,7.9,7,19400,11.5,78.62
"EE1.1",2022-07-12,2,78.62,7.9,6.9,19400,11.5,78.62
"EE1.1",2022-07-12,3,78.62,7.9,6.7,19400,11.5,78.62
"EE1.1",2022-07-12,4,78.62,7.8,6.4,19500,11.6,78.62
"EE1.1",2022-07-12,5,78.26,7.8,6.3,19600,11.6,78.26
"EE1.1",2022-07-12,6,78.08,7.8,6.5,19500,11.6,78.08
"EE1.1",2022-07-12,7,78.26,7.8,6.4,19600,11.6,78.26
"EE1.1",2022-07-12,8,78.08,7.8,6.5,19600,11.6,78.08
"EE1.1",2022-07-12,9,77.9,7.7,5.4,19600,11.6,77.9
"EE1.1",2022-07-12,10,77.36,7.3,2,20700,12.2,77.36
"EE1.1",2022-07-12,11,76.46,7.2,1.5,21200,12.7,76.46
"EE1.1",2022-07-12,12,75.74,7.2,1,21500,12.9,75.74
"EE2.1",2022-07-13,0.5,80.78,8,7.9,19500,11.6,80.78
"EE2.1",2022-07-13,1,80.06,8,8,19500,11.5,80.06
"EE2.1",2022-07-13,2,79.7,8,7.6,19500,11.6,79.7
"EE2.1",2022-07-13,3,79.16,7.9,7.1,19700,11.7,79.16
"EE2.1",2022-07-13,4,79.16,7.9,6.8,19900,11.8,79.16
"EE2.1",2022-07-13,5,78.98,7.8,6.1,20100,12,78.98
"EE2.1",2022-07-13,6,79.16,7.8,6.1,20200,12,79.16
"EE2.1",2022-07-13,6.8,79.16,7.8,6.1,20200,12,79.16
"EE2.2",2022-07-13,0.5,79.7,8,7.6,21300,12.7,79.7
"EE2.2",2022-07-13,1,79.52,8,7.5,21300,12.7,79.52
"EE2.2",2022-07-13,2,79.34,7.9,7.2,21300,12.7,79.34
"EE2.2",2022-07-13,3,79.34,7.9,7.2,21300,12.7,79.34
"EE2.2",2022-07-13,4,79.34,7.9,7.1,21300,12.8,79.34
"EE2.2",2022-07-13,5,79.16,7.9,7,21300,12.7,79.16
"EE2.2",2022-07-13,6,79.16,7.9,7.1,21300,12.7,79.16
"EE2.2",2022-07-13,7,79.16,7.9,7,21300,12.7,79.16
"EE2.2",2022-07-13,7.8,79.16,7.9,7,21400,12.7,79.16
"EE3.0",2022-07-13,0.5,81.68,7.8,7.3,21600,12.9,81.68
"EE3.0",2022-07-13,1,81.5,7.8,7.2,21600,13,81.5
"EE3.0",2022-07-13,2,81.5,7.8,7.1,21700,13,81.5
"EE3.0",2022-07-13,3,81.5,7.8,7.1,21700,13,81.5
"EE3.0",2022-07-13,4,81.5,7.8,7.1,21700,13,81.5
"EE3.0",2022-07-13,4.4,81.5,7.8,7,21700,13,81.5
"EE3.1",2022-07-14,0.5,81.32,8,7.6,22500,13.5,81.32
"EE3.1",2022-07-14,1,81.14,8,7.6,22500,13.5,81.14
"EE3.1",2022-07-14,2,80.6,8,7.4,22600,13.6,80.6
"EE3.1",2022-07-14,3,80.6,8,7.5,22600,13.5,80.6
"EE3.1",2022-07-14,4,80.6,8,7.6,22600,13.6,80.6
"EE3.1",2022-07-14,5,80.6,8,7.6,22700,13.7,80.6
"EE3.1",2022-07-14,6,80.6,8,7.7,22800,13.7,80.6
"EE3.1",2022-07-14,7,80.42,8,7.7,22800,13.7,80.42
"EE3.1",2022-07-14,8,80.42,8,7.7,22900,13.8,80.42
"EE3.1",2022-07-14,9,80.42,8,7.7,22900,13.8,80.42
"EE3.1",2022-07-14,10,80.24,8,7.6,22900,13.8,80.24
"EE3.1",2022-07-14,10.4,80.24,8,7.6,22900,13.8,80.24
"EE3.2",2022-07-13,0.5,79.52,7.8,7.6,26000,15.9,79.52
"EE3.2",2022-07-13,1,79.52,7.8,7.3,26100,16,79.52
"EE3.2",2022-07-13,2,79.16,7.7,6.9,26200,16,79.16
"EE3.2",2022-07-13,3,78.98,7.7,6.8,26300,16,78.98
"EE3.2",2022-07-13,5,78.98,7.7,6.6,26300,16,78.98
"EE3.2",2022-07-13,7,78.98,7.7,6.6,26300,16.1,78.98
"EE3.2",2022-07-13,9,78.98,7.6,6.5,26400,16.2,78.98
"EE3.2",2022-07-13,11,78.98,7.6,6.4,26500,16.2,78.98
"EE3.2",2022-07-13,13,78.98,7.6,6.3,26500,16.2,78.98
"EE3.2",2022-07-13,15,78.98,7.6,6.3,26500,16.2,78.98
"EE3.2",2022-07-13,17,78.98,7.6,6.3,26600,16.2,78.98
"EE3.2",2022-07-13,18,78.98,7.6,6.3,26600,16.2,78.98
"EE3.2",2022-07-13,19,78.98,7.6,6.2,26600,16.2,78.98
"EE3.2",2022-07-13,21,78.8,7.6,6.2,26600,16.2,78.8
"EE3.2",2022-07-13,23,78.8,7.6,6.2,26600,16.2,78.8
"EE3.2",2022-07-13,25,78.8,7.6,6.2,26600,16.2,78.8
"EE3.2",2022-07-13,26.4,78.8,7.6,6.2,26600,16.2,78.8
"EE3.3",2022-07-13,0.5,79.52,7.7,7.2,28000,17.2,79.52
"EE3.3",2022-07-13,1,79.52,7.7,7.1,28000,17.2,79.52
"EE3.3",2022-07-13,2,79.34,7.7,7,28000,17.2,79.34
"EE3.3",2022-07-13,3,79.34,7.7,6.9,28000,17.2,79.34
"LE2.2",2022-07-11,0.5,78.26,7.8,6.7,18300,10.8,78.26
"LE2.2",2022-07-11,1,78.08,7.8,6.7,18300,10.8,78.08
"LE2.2",2022-07-11,2,77.9,7.8,6.6,18400,10.8,77.9
"LE2.2",2022-07-11,3,77.72,7.8,6.4,18400,10.9,77.72
"LE2.2",2022-07-11,4,77.72,7.8,6.4,18400,10.9,77.72
"LE2.2",2022-07-11,5,77.54,7.8,6.2,18400,10.9,77.54
"LE2.2",2022-07-11,6,77.54,7.8,6.1,18600,10.9,77.54
"LE2.2",2022-07-11,7,77.72,7.8,6.3,18500,10.9,77.72
"LE2.2",2022-07-11,8,77,7.5,3.8,20100,12,77
"LE2.2",2022-07-11,9,76.64,7.3,2.2,21300,12.8,76.64
"LE2.2",2022-07-11,10,75.56,7.2,0.6,22600,13.7,75.56
"LE2.2",2022-07-11,10.7,75.56,7.2,0.1,22800,13.7,75.56
"CCM0069",2022-07-11,0,77.18,7.5,8.1,4904,2.6,77.18
"TRQ0088",2022-07-11,0,76.28,6.9,4.9,17046,10,76.28
"TRQ0146",2022-07-11,0,74.66,8.1,9.6,8210,4.6,74.66
"XDJ9007",2022-07-11,0,79.52,7.3,7,4182,2.2,79.52
"WIW0141",2022-07-11,0,80.24,7.2,7.2,2620,1.4,80.24
"XCI4078",2022-07-14,0.5,82.04,7.7,7.4,19800,11.7,82.04
"XCI4078",2022-07-14,1,81.68,7.7,7.2,20200,12,81.68
"XCI4078",2022-07-14,1.4,81.68,7.7,7.1,20200,12,81.68
"RET2.4",2022-07-11,0.5,78.8,7.5,5,11800,6.7,78.8
"RET2.4",2022-07-11,1,78.8,7.5,4.8,11900,6.8,78.8
"RET2.4",2022-07-11,2,78.8,7.5,4.7,12000,6.9,78.8
"RET2.4",2022-07-11,3,78.8,7.5,4.7,12200,6.9,78.8
"RET2.4",2022-07-11,4,78.8,7.5,4.7,12200,7,78.8
"RET2.4",2022-07-11,5,78.8,7.5,4.6,12500,7.1,78.8
"RET2.4",2022-07-11,6,78.8,7.5,4.5,12700,7.3,78.8
"RET2.4",2022-07-11,7,78.8,7.5,4.4,12900,7.4,78.8
"RET2.4",2022-07-11,8,78.8,7.5,4.4,13000,7.5,78.8
"RET2.4",2022-07-11,9,78.8,7.5,4.4,13100,7.6,78.8
"RET2.4",2022-07-11,10,78.8,7.5,4.3,13300,7.7,78.8
"RET2.4",2022-07-11,11,78.8,7.4,4.3,13400,7.7,78.8
"RET2.4",2022-07-11,12,78.8,7.4,4.2,13500,7.8,78.8
"RET2.2",2022-07-11,0.5,80.42,7.5,6,4280,2.3,80.42
"RET2.2",2022-07-11,2.3,80.24,7.5,5.8,4550,2.5,80.24
"RET2.2",2022-07-11,4.6,80.24,7.5,5.7,4620,2.6,80.24
"RET2.2",2022-07-11,6.9,80.24,7.5,5.7,4650,2.5,80.24
"RET2.2",2022-07-11,8.8,80.24,7.5,5.7,4660,2.6,80.24
"RET2.1",2022-07-11,0.5,80.96,7.7,6.6,1480,0.8,80.96
"RET2.1",2022-07-11,4.6,80.6,7.7,6.5,1500,0.8,80.6
"RET2.1",2022-07-11,5.3,80.6,7.7,6.4,1500,0.8,80.6
"TF2.4",2022-07-11,0.5,80.6,7.8,7.1,313,0.2,80.6
"TF2.4",2022-07-11,4.6,80.6,7.7,6.6,309,0.2,80.6
"TF2.4",2022-07-11,7,80.6,7.7,6.6,308,0.2,80.6
"MAT0016",2022-07-11,0.5,81.32,8.8,9.3,247,0.1,81.32
"MAT0016",2022-07-11,1,80.6,8.6,8.4,237,0.1,80.6
"MAT0016",2022-07-11,2,80.42,8.6,8.3,229,0.1,80.42
"MAT0016",2022-07-11,3,80.42,8.6,8.2,229,0.1,80.42
"MAT0016",2022-07-11,3.5,80.24,8.6,8.2,228,0.1,80.24
"TF2.3",2022-07-11,0.5,81.5,7.7,6.4,352,0.2,81.5
"TF2.3",2022-07-11,2.3,81.5,7.6,6.3,352,0.2,81.5
"TF2.3",2022-07-11,4.6,81.32,7.6,6.1,351,0.2,81.32
"TF2.3",2022-07-11,6.9,81.14,7.6,6,351,0.2,81.14
"TF2.3",2022-07-11,9.1,81.14,7.6,6,351,0.2,81.14
"TF2.3",2022-07-11,11.3,81.14,7.6,6,350,0.2,81.14
"TF2.2",2022-07-11,0.5,81.68,7.5,5.9,330,0.2,81.68
"TF2.2",2022-07-11,4.6,80.6,7.5,5.6,330,0.2,80.6
"TF2.2",2022-07-11,6,80.6,7.5,5.6,330,0.2,80.6
"TF2.1",2022-07-11,0.5,80.78,7.5,6.1,325,0.2,80.78
"TF2.1",2022-07-11,4.6,80.6,7.5,6,325,0.2,80.6
"TF2.1",2022-07-11,9.1,80.06,7.5,5.6,325,0.2,80.06
"TF2.1",2022-07-11,13.7,79.88,7.5,5.4,324,0.2,79.88
"TF2.1",2022-07-11,16.4,79.88,7.5,5.4,324,0.2,79.88
"XFB1986",2022-07-11,0.5,81.32,8.1,9,303,0.2,81.32
"PIS0033",2022-07-11,0,71.6,7,7.1,203,0.1,71.6
"MAT0078",2022-07-11,0,70.88,6.8,7.7,123,0.1,70.88
"ANA0082",2022-07-06,0,78.44,7.2,6.3,351,0.2,78.44
"RCM0111",2022-07-06,0,75.2,7.4,7.7,334,0.2,75.2
"POT1184",2022-07-06,0,81.86,8,7.2,359,0.2,81.86
"CJB0005",2022-07-06,0,73.76,7.8,8.5,452,0.2,73.76
"SEN0008",2022-07-06,0,76.82,8,9.3,460,0.2,76.82
"POT1471",2022-07-06,0,80.78,8,7.8,410,0.2,80.78
"POT1472",2022-07-06,NA,NA,NA,NA,NA,NA,NA
"MON0020",2022-07-06,0,78.8,8.2,9.7,435,0.2,78.8
"POT1595",2022-07-06,0,79.88,7.8,7.3,366,0.2,79.88
"POT1596",2022-07-06,0,78.98,7.7,6.4,308,0.2,78.98
"CB5.4",2022-07-27,1,83.3342,8.24,7.53,24167,14.59,83.3342
"CB5.4",2022-07-27,2,83.0228,8.24,7.46,24312,14.69,83.0228
"CB5.4",2022-07-27,3,82.7708,8.23,7.28,24422,14.77,82.7708
"CB5.4",2022-07-27,4,82.6628,8.21,7,24725,14.97,82.6628
"CB5.4",2022-07-27,5,82.796,8.17,6.49,25885,15.74,82.796
"CB5.4",2022-07-27,6,82.805,8.14,6.2,26656,16.26,82.805
"CB5.4",2022-07-27,7,82.7816,8.09,5.79,27394,16.75,82.7816
"CB5.4",2022-07-27,8,82.0112,7.83,3.52,28827,17.72,82.0112
"CB5.4",2022-07-27,9,81.4406,7.75,2.88,29571,18.23,81.4406
"CB5.4",2022-07-27,10,80.7584,7.59,1.96,30111,18.61,80.7584
"CB5.4",2022-07-27,11,80.159,7.55,1.7,31014,19.23,80.159
"CB5.4",2022-07-27,12,79.916,7.53,1.54,31587,19.62,79.916
"CB5.4",2022-07-27,13,79.3544,7.48,1.19,32701,20.4,79.3544
"CB5.4",2022-07-27,14,79.0376,7.48,1.17,33074,20.66,79.0376
"CB5.4",2022-07-27,15,79.016,7.48,1.16,33090,20.67,79.016
"CB5.4",2022-07-27,16,78.9908,7.48,1.15,33100,20.67,78.9908
"CB5.4",2022-07-27,17,78.728,7.45,0.93,33530,20.97,78.728
"CB5.4",2022-07-27,18,78.7568,7.44,0.88,33677,21.07,78.7568
"CB5.4",2022-07-27,19,78.4508,7.43,0.84,33879,21.22,78.4508
"CB5.4",2022-07-27,20,77.99,7.43,0.83,34305,21.52,77.99
"CB5.4",2022-07-27,21,77.8442,7.43,0.83,34492,21.65,77.8442
"CB5.4",2022-07-27,22,77.7002,7.42,0.83,34732,21.82,77.7002
"CB5.4",2022-07-27,23,77.6138,7.42,0.84,34833,21.89,77.6138
"CB5.4",2022-07-27,24,77.5472,7.42,0.85,34901,21.93,77.5472
"CB5.4",2022-07-27,25,77.4266,7.42,0.85,35028,22.02,77.4266
"CB5.4",2022-07-27,26,77.3672,7.42,0.84,35104,22.08,77.3672
"CB5.4",2022-07-27,27,77.3348,7.42,0.85,35148,22.11,77.3348
"CB5.4",2022-07-27,28,77.3078,7.42,0.85,35181,22.13,77.3078
"CB5.4",2022-07-27,29,77.2844,7.42,0.85,35202,22.14,77.2844
"CB5.4",2022-07-27,30,77.27,7.42,0.86,35214,22.15,77.27
"CB5.4",2022-07-27,31,77.27,7.42,0.89,35217,22.15,77.27
"CB5.5",2022-07-27,1,83.8598,8.27,7.75,26097,15.87,83.8598
"CB5.5",2022-07-27,2,82.796,8.25,7.58,26772,16.33,82.796
"CB5.5",2022-07-27,3,82.6772,8.18,6.86,27480,16.81,82.6772
"CB5.5",2022-07-27,4,82.3874,8.11,6.41,27672,16.94,82.3874
"CB5.5",2022-07-27,5,82.3892,8.1,6.18,27762,17,82.3892
"CB5.5",2022-07-27,6,82.5116,8.09,5.99,27959,17.13,82.5116
