"UTMX","UTMY","Segment","Sdepth","volume_m","DO","Wtemp","uniqueID","Sdepthm","name","habitat","paramofinterest","heatcol","habitatword"
398100,4236800,"HNGMH",0,10000,8.01,73.87,"398100 4236800",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398100,4236900,"HNGMH",4.92126,10000,7.8,73.84,"398100 4236900",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398100,4237000,"HNGMH",4.92126,10000,7.8,73.84,"398100 4237000",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398100,4237100,"HNGMH",3.28084,10000,7.86,73.87,"398100 4237100",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398100,4237200,"HNGMH",1.64042,10000,7.95,73.87,"398100 4237200",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398100,4237300,"HNGMH",0,10000,8.03,73.89,"398100 4237300",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398100,4237400,"HNGMH",1.64042,10000,7.96,73.88,"398100 4237400",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398100,4237500,"HNGMH",0,10000,8.03,73.89,"398100 4237500",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398100,4237600,"HNGMH",3.28084,10000,7.87,73.88,"398100 4237600",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398100,4237700,"HNGMH",3.28084,10000,7.88,73.89,"398100 4237700",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398100,4237800,"HNGMH",0,10000,8.04,73.9,"398100 4237800",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398100,4237900,"HNGMH",3.28084,10000,7.88,73.89,"398100 4237900",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398100,4238000,"HNGMH",1.64042,10000,7.97,73.9,"398100 4238000",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4235700,"HNGMH",1.64042,10000,7.9,73.81,"398200 4235700",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4235800,"HNGMH",0,10000,7.98,73.83,"398200 4235800",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4235900,"HNGMH",0,10000,7.99,73.83,"398200 4235900",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4236000,"HNGMH",1.64042,10000,7.91,73.82,"398200 4236000",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4236100,"HNGMH",4.92126,10000,7.77,73.8,"398200 4236100",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4236200,"HNGMH",0,10000,7.99,73.84,"398200 4236200",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4236300,"HNGMH",4.92126,10000,7.77,73.81,"398200 4236300",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4236400,"HNGMH",0,10000,8,73.85,"398200 4236400",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4236500,"HNGMH",0,10000,8,73.86,"398200 4236500",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4236600,"HNGMH",6.56168,10000,7.66,73.91,"398200 4236600",2,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4236700,"HNGMH",9.84252,10000,7.08,74.21,"398200 4236700",3,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4236800,"HNGMH",9.84252,10000,7.08,74.21,"398200 4236800",3,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4236900,"HNGMH",11.48294,10000,6.83,74.35,"398200 4236900",3.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4237000,"HNGMH",0,10000,8.02,73.87,"398200 4237000",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4237100,"HNGMH",1.64042,10000,7.94,73.86,"398200 4237100",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4237200,"HNGMH",0,10000,8.02,73.88,"398200 4237200",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4237300,"HNGMH",1.64042,10000,7.95,73.87,"398200 4237300",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4237400,"HNGMH",0,10000,8.03,73.89,"398200 4237400",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4237500,"HNGMH",3.28084,10000,7.87,73.88,"398200 4237500",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4237600,"HNGMH",1.64042,10000,7.96,73.88,"398200 4237600",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4237700,"HNGMH",0,10000,8.04,73.9,"398200 4237700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4237800,"HNGMH",0,10000,8.04,73.9,"398200 4237800",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4237900,"HNGMH",1.64042,10000,7.97,73.89,"398200 4237900",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4238000,"HNGMH",3.28084,10000,7.88,73.89,"398200 4238000",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398200,4238100,"HNGMH",0,10000,8.05,73.91,"398200 4238100",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4235600,"HNGMH",1.64042,10000,7.9,73.81,"398300 4235600",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4235700,"HNGMH",0,10000,7.98,73.82,"398300 4235700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4235800,"HNGMH",0,10000,7.98,73.83,"398300 4235800",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4235900,"HNGMH",0,10000,7.98,73.83,"398300 4235900",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4236000,"HNGMH",3.28084,10000,7.82,73.82,"398300 4236000",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4236100,"HNGMH",3.28084,10000,7.82,73.82,"398300 4236100",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4236200,"HNGMH",1.64042,10000,7.92,73.83,"398300 4236200",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4236300,"HNGMH",4.92126,10000,7.77,73.8,"398300 4236300",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4236400,"HNGMH",13.12336,10000,6.27,74.5,"398300 4236400",4,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4236500,"HNGMH",14.76378,10000,4.95,74.66,"398300 4236500",4.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4236600,"HNGMH",13.12336,10000,6.28,74.5,"398300 4236600",4,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4236700,"HNGMH",0,10000,8.01,73.86,"398300 4236700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4237400,"HNGMH",9.84252,10000,7.11,74.22,"398300 4237400",3,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4237500,"HNGMH",3.28084,10000,7.87,73.87,"398300 4237500",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4237600,"HNGMH",0,10000,8.03,73.89,"398300 4237600",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4237700,"HNGMH",0,10000,8.03,73.89,"398300 4237700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4237800,"HNGMH",3.28084,10000,7.87,73.88,"398300 4237800",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4237900,"HNGMH",0,10000,8.04,73.9,"398300 4237900",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4238000,"HNGMH",0,10000,8.04,73.9,"398300 4238000",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4238100,"HNGMH",0,10000,8.04,73.91,"398300 4238100",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398300,4238200,"HNGMH",3.28084,10000,7.88,73.89,"398300 4238200",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4235400,"HNGMH",1.64042,10000,7.89,73.79,"398400 4235400",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4235500,"HNGMH",0,10000,7.97,73.81,"398400 4235500",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4235600,"HNGMH",1.64042,10000,7.9,73.8,"398400 4235600",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4235700,"HNGMH",0,10000,7.98,73.82,"398400 4235700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4235800,"HNGMH",3.28084,10000,7.81,73.81,"398400 4235800",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4235900,"HNGMH",3.28084,10000,7.81,73.81,"398400 4235900",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4236000,"HNGMH",8.2021,10000,7.34,74.07,"398400 4236000",2.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4236100,"HNGMH",1.64042,10000,7.91,73.82,"398400 4236100",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4236200,"HNGMH",9.84252,10000,7.04,74.19,"398400 4236200",3,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4236300,"HNGMH",11.48294,10000,6.78,74.34,"398400 4236300",3.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4237600,"HNGMH",3.28084,10000,7.87,73.87,"398400 4237600",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4237700,"HNGMH",3.28084,10000,7.87,73.87,"398400 4237700",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4237800,"HNGMH",0,10000,8.04,73.89,"398400 4237800",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4237900,"HNGMH",1.64042,10000,7.96,73.88,"398400 4237900",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4238000,"HNGMH",3.28084,10000,7.88,73.88,"398400 4238000",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4238100,"HNGMH",0,10000,8.04,73.9,"398400 4238100",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4238200,"HNGMH",0,10000,8.05,73.91,"398400 4238200",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398400,4238300,"HNGMH",0,10000,8.05,73.91,"398400 4238300",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4235300,"HNGMH",1.64042,10000,7.89,73.79,"398500 4235300",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4235400,"HNGMH",3.28084,10000,7.8,73.79,"398500 4235400",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4235500,"HNGMH",1.64042,10000,7.89,73.79,"398500 4235500",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4235600,"HNGMH",3.28084,10000,7.8,73.8,"398500 4235600",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4235700,"HNGMH",0,10000,7.98,73.81,"398500 4235700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4235800,"HNGMH",1.64042,10000,7.9,73.8,"398500 4235800",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4235900,"HNGMH",8.2021,10000,7.33,74.06,"398500 4235900",2.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4236000,"HNGMH",4.92126,10000,7.75,73.78,"398500 4236000",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4236100,"HNGMH",1.64042,10000,7.91,73.82,"398500 4236100",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4237700,"HNGMH",6.56168,10000,7.69,73.93,"398500 4237700",2,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4237800,"HNGMH",4.92126,10000,7.81,73.85,"398500 4237800",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4237900,"HNGMH",6.56168,10000,7.69,73.94,"398500 4237900",2,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4238000,"HNGMH",1.64042,10000,7.96,73.88,"398500 4238000",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4238100,"HNGMH",1.64042,10000,7.96,73.88,"398500 4238100",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4238200,"HNGMH",0,10000,8.04,73.9,"398500 4238200",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398500,4238300,"HNGMH",1.64042,10000,7.97,73.89,"398500 4238300",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4235200,"HNGMH",1.64042,10000,7.88,73.78,"398600 4235200",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4235300,"HNGMH",1.64042,10000,7.88,73.78,"398600 4235300",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4235400,"HNGMH",0,10000,7.97,73.8,"398600 4235400",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4235500,"HNGMH",3.28084,10000,7.8,73.79,"398600 4235500",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4235600,"HNGMH",4.92126,10000,7.74,73.76,"398600 4235600",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4235700,"HNGMH",0,10000,7.98,73.81,"398600 4235700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4235800,"HNGMH",8.2021,10000,7.32,74.05,"398600 4235800",2.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4235900,"HNGMH",4.92126,10000,7.75,73.78,"398600 4235900",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4236000,"HNGMH",9.84252,10000,7.01,74.19,"398600 4236000",3,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4236100,"HNGMH",0,10000,7.99,73.83,"398600 4236100",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4237900,"HNGMH",6.56168,10000,7.69,73.93,"398600 4237900",2,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4238000,"HNGMH",1.64042,10000,7.96,73.87,"398600 4238000",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4238100,"HNGMH",3.28084,10000,7.87,73.88,"398600 4238100",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4238200,"HNGMH",1.64042,10000,7.96,73.88,"398600 4238200",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398600,4238300,"HNGMH",0,10000,8.04,73.9,"398600 4238300",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4235100,"HNGMH",0,10000,7.96,73.79,"398700 4235100",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4235200,"HNGMH",1.64042,10000,7.88,73.77,"398700 4235200",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4235300,"HNGMH",1.64042,10000,7.88,73.78,"398700 4235300",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4235400,"HNGMH",1.64042,10000,7.89,73.78,"398700 4235400",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4235500,"HNGMH",3.28084,10000,7.79,73.79,"398700 4235500",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4235600,"HNGMH",0,10000,7.97,73.8,"398700 4235600",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4235700,"HNGMH",0,10000,7.97,73.81,"398700 4235700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4235800,"HNGMH",4.92126,10000,7.74,73.77,"398700 4235800",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4235900,"HNGMH",9.84252,10000,6.99,74.18,"398700 4235900",3,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4236000,"HNGMH",8.2021,10000,7.32,74.06,"398700 4236000",2.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4238100,"HNGMH",11.48294,10000,6.83,74.37,"398700 4238100",3.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4238200,"HNGMH",11.48294,10000,6.84,74.37,"398700 4238200",3.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398700,4238300,"HNGMH",0,10000,8.04,73.9,"398700 4238300",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398800,4235000,"HNGMH",3.28084,10000,7.78,73.76,"398800 4235000",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398800,4235100,"HNGMH",1.64042,10000,7.88,73.77,"398800 4235100",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398800,4235200,"HNGMH",1.64042,10000,7.88,73.77,"398800 4235200",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398800,4235300,"HNGMH",3.28084,10000,7.79,73.77,"398800 4235300",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398800,4235400,"HNGMH",3.28084,10000,7.79,73.78,"398800 4235400",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398800,4235500,"HNGMH",4.92126,10000,7.73,73.75,"398800 4235500",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398800,4235600,"HNGMH",3.28084,10000,7.79,73.78,"398800 4235600",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398800,4235700,"HNGMH",0,10000,7.97,73.8,"398800 4235700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398800,4235800,"HNGMH",3.28084,10000,7.8,73.79,"398800 4235800",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398800,4235900,"HNGMH",4.92126,10000,7.74,73.77,"398800 4235900",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398900,4234900,"HNGMH",1.64042,10000,7.87,73.76,"398900 4234900",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398900,4235000,"HNGMH",3.28084,10000,7.77,73.76,"398900 4235000",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398900,4235100,"HNGMH",1.64042,10000,7.87,73.76,"398900 4235100",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398900,4235200,"HNGMH",1.64042,10000,7.88,73.77,"398900 4235200",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398900,4235300,"HNGMH",0,10000,7.96,73.79,"398900 4235300",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398900,4235400,"HNGMH",4.92126,10000,7.72,73.74,"398900 4235400",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398900,4235500,"HNGMH",0,10000,7.97,73.79,"398900 4235500",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398900,4235600,"HNGMH",1.64042,10000,7.89,73.78,"398900 4235600",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398900,4235700,"HNGMH",0,10000,7.97,73.8,"398900 4235700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398900,4235800,"HNGMH",8.2021,10000,7.3,74.05,"398900 4235800",2.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
398900,4235900,"HNGMH",8.2021,10000,7.3,74.05,"398900 4235900",2.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399000,4205000,"CB5MH_MD",0,1000000,7.78,73.84,"399000 4205000",0,"Southwest Middle Grounds",3,3,"#1E90FF","Suitable"
399000,4206000,"CB5MH_MD",4.92126,1000000,7.75,73.82,"399000 4206000",1.5,"Southwest Middle Grounds",3,3,"#1E90FF","Suitable"
399000,4207000,"CB5MH_MD",4.92126,1000000,7.74,73.81,"399000 4207000",1.5,"Southwest Middle Grounds",3,3,"#1E90FF","Suitable"
399000,4209000,"CB5MH_MD",8.2021,1000000,7.62,73.79,"399000 4209000",2.5,"Middle Grounds",3,3,"#1E90FF","Suitable"
399000,4210000,"CB5MH_MD",4.92126,1000000,7.69,73.67,"399000 4210000",1.5,"Middle Grounds",3,3,"#1E90FF","Suitable"
399000,4211000,"CB5MH_MD",0,1000000,7.67,73.65,"399000 4211000",0,"Middle Grounds",3,3,"#1E90FF","Suitable"
399000,4212000,"CB5MH_MD",3.28084,1000000,7.65,73.67,"399000 4212000",1,"Middle Grounds",3,3,"#1E90FF","Suitable"
399000,4234700,"HNGMH",0,10000,7.94,73.76,"399000 4234700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399000,4234800,"HNGMH",1.64042,10000,7.86,73.75,"399000 4234800",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399000,4234900,"HNGMH",0,10000,7.95,73.77,"399000 4234900",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399000,4235000,"HNGMH",1.64042,10000,7.87,73.76,"399000 4235000",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399000,4235100,"HNGMH",0,10000,7.95,73.77,"399000 4235100",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399000,4235200,"HNGMH",1.64042,10000,7.88,73.76,"399000 4235200",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399000,4235300,"HNGMH",3.28084,10000,7.78,73.77,"399000 4235300",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399000,4235400,"HNGMH",0,10000,7.96,73.79,"399000 4235400",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399000,4235500,"HNGMH",6.56168,10000,7.58,73.83,"399000 4235500",2,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399000,4235600,"HNGMH",9.84252,10000,6.95,74.17,"399000 4235600",3,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399000,4235700,"HNGMH",3.28084,10000,7.79,73.78,"399000 4235700",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399000,4235800,"HNGMH",0,10000,7.97,73.8,"399000 4235800",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399100,4234700,"HNGMH",0,10000,7.94,73.76,"399100 4234700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399100,4234800,"HNGMH",1.64042,10000,7.86,73.74,"399100 4234800",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399100,4234900,"HNGMH",1.64042,10000,7.87,73.75,"399100 4234900",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399100,4235000,"HNGMH",4.92126,10000,7.7,73.72,"399100 4235000",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399100,4235100,"HNGMH",3.28084,10000,7.77,73.75,"399100 4235100",1,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399100,4235200,"HNGMH",1.64042,10000,7.87,73.76,"399100 4235200",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399100,4235300,"HNGMH",1.64042,10000,7.88,73.76,"399100 4235300",0.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399100,4235400,"HNGMH",0,10000,7.96,73.78,"399100 4235400",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399100,4235500,"HNGMH",4.92126,10000,7.71,73.74,"399100 4235500",1.5,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399100,4235600,"HNGMH",6.56168,10000,7.58,73.83,"399100 4235600",2,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399100,4235700,"HNGMH",0,10000,7.97,73.79,"399100 4235700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399100,4235800,"HNGMH",0,10000,7.97,73.8,"399100 4235800",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
399200,4234700,"HNGMH",0,10000,7.94,73.75,"399200 4234700",0,"Hooper Island Bar",3,3,"#1E90FF","Suitable"
